"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","Y"
4555,-5012,1365,5261,-2666,714,-406,-1404,-1131,-106,-1946,1816,-933,-1967,3568,2016,1366,4427,1114,-2306,0
2611,631,-92,-167,277,58,181,-502,2152,774,1094,2102,326,-264,93,-112,1244,1967,-362,1103,1
606,-903,145,814,948,-51,1681,1815,-1173,-149,759,-753,202,-106,631,912,-354,376,609,-62,1
-3,-1925,116,-1974,-889,2692,-2347,2436,979,-2761,117,247,-3049,196,3702,-1286,-773,-2454,-1404,-2279,0
1297,2011,-1031,683,644,-1428,761,-2,-192,-533,53,2425,581,1524,-63,1477,-342,-362,791,855,1
2027,-191,724,174,384,31,2086,-18,636,144,291,1002,2972,634,808,1142,-959,-26,-996,-1571,1
-3872,43,132,-2736,78,-1257,-3127,1807,651,273,-1731,-1985,-1522,838,8,-327,-225,1362,-2655,357,0
1369,344,1402,-291,-1575,338,2052,2119,-1818,-3153,-1359,96,-274,558,264,-1359,2422,-4535,3072,-1201,0
-1726,-1105,657,613,1825,1541,2239,1449,1608,-1488,906,998,-702,146,103,-811,-704,646,855,577,1
2006,7,1949,453,-354,848,2437,1834,-491,2451,1,-1516,-16,342,-521,1537,331,773,668,813,1
-91,-395,-2216,-5058,-173,-82,1921,-1709,1295,541,45,1557,858,-3942,1794,-136,-1944,941,293,1001,0
461,-2389,-1752,627,617,395,4682,-4476,-2388,-1171,-59,987,186,1807,93,127,-364,-49,624,1807,0
1648,112,1175,627,-1126,1035,-1321,-1063,371,696,1024,2734,-1563,606,-2184,2413,-2847,-51,445,-1891,0
2386,66,-777,787,1592,-1056,-651,-57,451,-1118,1108,255,689,-122,-109,198,253,486,1414,207,1
-176,2156,-774,288,-247,691,-1774,1303,-578,2158,-237,1967,-1722,3163,-2371,-2136,-2488,-463,426,1432,0
48,-2362,-2971,-173,-1655,-1508,-3213,-46,-2251,2488,-3568,1191,-3002,1467,1186,-491,-1559,-1038,-3047,1952,0
4,315,398,1588,1748,1213,1017,2444,2956,-68,427,23,-1539,2005,2421,227,11,75,276,67,1
3418,1963,-13,1324,427,-746,-1787,2878,2095,1162,4993,1946,-977,-789,1259,-119,-892,-3,-593,1402,0
1163,-675,-1176,187,-4463,359,-859,-1947,-3279,-984,-54,1085,-148,1883,3002,2084,428,1465,-2672,4241,0
-4,449,1584,1143,-657,1434,723,619,1032,2249,2184,-769,-284,802,736,527,477,982,-572,-32,1
1663,3059,-15,1092,942,29,-1868,-126,-1306,3359,-4201,3073,-1058,-3618,-688,-1476,-1065,-674,2604,1,0
822,494,1023,489,1334,-592,153,709,837,-2038,969,-621,2052,2434,113,-227,112,1699,-205,117,1
-1278,-829,2322,1213,1276,2018,953,755,1641,206,348,1492,-607,873,429,-68,303,261,1322,786,1
358,-58,1494,738,-339,769,203,1024,1535,1473,435,1249,579,323,-988,286,511,-47,-867,-24,1
698,446,2426,226,-253,1475,1018,685,734,525,-624,392,541,-1282,392,582,101,3147,-393,-159,1
-1648,-1734,-1022,3163,119,-2887,1812,2057,-1156,-1929,-1669,312,-286,-917,-226,1367,123,637,-2622,3498,0
159,-332,-127,-365,-914,-2882,-2107,-2547,-1986,-4954,4057,-91,-123,-2021,321,834,1507,-825,3749,-1891,0
2064,-157,-722,-1297,29,-226,1994,106,1032,1301,1135,2174,-1262,-411,373,101,1127,-1,-93,1741,1
-1214,-232,181,253,4892,159,143,-603,-1266,656,-48,-1948,584,-302,5982,1194,-1442,491,566,25,0
1836,2158,955,354,1003,-14,-2534,-822,1047,226,-969,2156,-635,1286,1297,1287,35,-1461,845,1916,1
665,-1295,656,-3353,1799,-1148,-3307,3117,-1005,967,3238,-511,484,2983,2817,-1338,3451,-576,1407,-177,0
564,1066,707,787,23,1251,1811,-751,206,-998,54,949,2065,1102,-11,315,1302,1301,1232,765,1
978,-1852,299,1754,1671,481,-977,1681,904,665,896,1566,1642,-185,1091,1678,1313,1326,1925,13,1
738,-92,68,-552,4132,-1712,1628,182,1457,3064,-1601,1587,-298,-2784,1452,1836,-3172,-2716,-948,-175,0
3574,-486,-478,398,859,2117,189,1198,1247,133,-1771,-698,1529,-101,1804,-288,-3176,-1486,3869,-28,0
-509,-482,-473,3734,2944,945,-2788,-3308,456,-1027,2366,1569,-1672,-1486,1457,813,-3056,193,42,9,0
2944,1293,1132,-627,1714,1032,1218,-2118,3204,-2011,1608,2871,-2887,224,377,3984,-857,-1071,-1779,-1462,0
-4815,1005,-144,1292,297,1266,2832,2477,2226,-1384,-1559,-678,3398,-1193,1332,-286,62,763,1848,536,0
2698,-153,-1783,385,1525,33,1568,-901,-1693,-2692,498,354,141,1629,-965,1615,2065,4714,-148,-254,0
-1138,298,2349,1343,-319,-2061,-3618,3843,1635,1084,2335,-108,-3106,257,-1623,-211,-348,3502,2036,-1055,0
3427,1939,-1748,99,314,239,-926,-1188,-1339,413,2,1948,238,-2822,-3343,3018,307,-2268,216,-1888,0
35,65,5,2261,-42,-1836,-2247,942,-313,-266,-704,-42,737,-1583,2686,-841,632,-66,2575,-581,0
626,879,-58,-22,1118,-177,729,245,45,-516,1746,1177,71,2357,1472,-74,-366,-1145,592,477,1
372,46,2166,4064,-4732,78,-586,-2949,412,2428,1895,-329,-133,2778,-2614,1966,1198,551,483,-601,0
-428,-128,251,898,218,2671,6,2491,-106,242,33,512,2174,599,-1558,-378,322,78,1385,-342,1
-2119,-194,1934,1105,-207,177,-1705,-1614,5329,-2217,2902,-257,-1622,1833,-3888,-2165,2999,1453,2612,931,0
956,856,1398,-884,397,266,-145,-947,-31,231,-402,854,-332,1455,2207,-413,248,1204,343,1052,1
-2079,-1031,-66,-2221,1951,4849,-612,2928,-2406,1595,-152,-3453,-1562,806,-996,-3081,-3866,-1658,-858,2925,0
533,343,947,-711,53,795,295,-1623,368,1457,-47,1972,2013,545,92,-73,25,-412,-1367,-33,1
1007,-1686,831,-1666,1614,-148,-27,-1897,-2808,1174,-1184,1291,-267,-923,-1978,-931,-1012,2438,-1568,2039,0
3234,236,-2652,-267,-188,3285,212,-236,478,-3361,-1002,-2327,-1055,-3736,-1095,-215,741,3143,-701,2949,0
194,236,2827,1512,1171,15,-267,757,-2804,563,-484,727,-479,-632,1903,1748,2469,-1292,742,757,1
1759,-252,236,306,2175,-473,-298,239,-1356,2858,-738,2305,-2791,847,1406,1767,-1465,-2135,-3301,1466,0
806,561,686,618,461,-12,767,-216,687,-1068,452,491,882,69,1549,-155,852,-586,142,865,1
-1182,1979,-682,337,-1694,-937,-23,1432,951,121,2526,995,683,2114,4605,-1556,1912,-671,-24,-4149,0
316,-2362,763,-138,-664,-544,82,-726,2256,-1038,-432,251,462,92,1317,-565,2089,1877,807,-248,1
1458,2346,-998,1047,112,942,203,274,19,948,492,-537,1828,-557,23,-298,-426,-1241,372,1861,1
-1082,1602,1603,256,985,259,-358,493,1306,-96,-96,1194,459,642,2052,519,1062,-1786,285,623,1
57,-203,-157,358,562,-302,-3462,1423,-1741,-364,-189,87,-1567,-1772,99,1547,889,-827,912,-597,0
308,-789,1246,2613,1234,-42,297,1296,-215,205,17,844,1588,345,-74,2144,-1187,1061,-424,1161,1
-248,721,886,1551,634,-194,-779,-1192,-1536,-1287,-323,3082,1514,-483,159,342,954,-595,-528,-338,1
1531,2651,841,142,-1025,-1685,1947,1396,159,-735,472,-338,477,1111,245,-562,693,-1667,3,-847,1
1632,1201,304,1162,807,-1354,-82,802,-143,264,-316,2081,2001,1139,-1308,222,31,748,7,871,1
1595,1361,1468,3044,-4299,-827,1259,-75,3777,-2083,-6495,2269,1825,-2195,798,-1104,3054,-53,196,-5579,0
41,-19,-41,-1839,685,-746,1777,-978,1137,-2014,-787,186,-63,238,688,1523,985,-615,746,-716,1
-1693,1345,-2553,-18,-873,-389,-3714,386,-1767,1741,-2029,-1849,-1528,1766,-135,2649,3311,-3164,1508,1052,0
1383,3907,-564,-2243,-391,-2217,-138,2894,-3714,2039,-43,-4051,1434,678,-654,1188,773,466,4404,-8,0
1328,139,-412,-43,801,2093,235,241,267,2028,2123,949,361,602,-2889,49,-16,-554,-121,-982,1
2472,1456,-59,-4529,2426,2729,-2733,2143,-1728,-302,-66,-1112,-18,-181,2141,-1702,4209,163,-853,1333,0
1346,-2031,-28,-1583,-196,838,2186,87,-1239,2382,602,199,1248,2238,1592,208,1133,1138,3141,-537,0
299,1819,712,251,616,508,14,-178,1361,1575,-1322,1,106,19,-353,-223,-273,1666,-1038,-468,1
124,-163,-286,1468,-478,11,101,2643,128,1291,-759,594,2456,-811,-23,81,1776,1493,-32,-368,1
827,-869,173,-863,1069,981,-45,224,1172,1358,789,782,2281,649,1629,-54,677,-1545,525,-1766,1
717,-3809,-845,4049,-327,-1863,689,-58,1612,5179,-168,1224,2288,-1864,-832,-4427,312,-468,-1391,-458,0
911,3355,-423,-3528,-1677,1755,-157,-2974,-884,1188,366,949,2256,-3822,4084,-1343,964,-1661,-147,1476,0
57,-418,3379,-518,-35,-3029,3961,-1279,-1293,-1045,-88,1056,-1337,1494,223,3354,1708,1882,1673,-95,0
-3266,1533,-205,-354,521,-991,214,-185,298,-1293,61,-1123,1035,2616,-374,3345,-716,-674,4435,-1456,0
1225,861,-33,-399,1668,988,564,619,1069,225,1312,1377,-1371,-1255,338,697,626,376,-1632,683,1
156,1528,1991,-931,2098,-88,848,142,-2358,1398,4151,-3705,-3103,-2532,-461,-664,-155,-3634,81,-607,0
-3268,1791,-924,555,-4726,-3922,-23,-2117,4752,1713,803,-403,-3146,-1977,-1856,88,741,826,636,2899,0
-496,446,72,282,-489,563,-248,-451,163,-748,59,-164,-1096,1863,1171,736,-163,2204,91,-185,1
3251,-3381,2765,-2712,1111,1266,-845,152,172,-891,-1985,854,416,1057,-1488,1546,1721,1065,1702,-1115,0
-1378,-1566,-2103,2025,577,-2062,1368,-184,-1532,-3803,207,884,402,933,-124,-2162,494,1758,-1801,-2287,0
73,2674,1801,6,699,922,924,1182,43,256,1869,1675,52,815,-976,1819,-38,1387,-291,1753,1
-855,-138,-513,-305,594,-1235,-519,468,-311,1602,203,-739,462,1199,-1906,62,-102,1078,597,9,1
-203,624,-879,2296,-446,1191,-2703,1643,237,1577,-787,2238,786,-692,2701,722,1774,-156,727,1186,0
-374,-195,-1181,-477,-338,-2359,-651,8,-2317,3345,-946,2653,-4277,1111,1686,2505,-2733,-105,2499,912,0
529,1406,-1254,2,115,748,-1513,522,551,906,45,-99,1441,231,385,-1192,-1956,-393,-331,1413,1
32,1156,631,-968,-442,1612,-883,965,269,289,-95,2632,-177,602,-909,1918,-35,-1805,73,1349,1
2354,1539,1422,1887,-2385,143,142,-3312,-81,1656,-158,2212,909,-1004,3499,-387,-207,3049,-2,1641,0
-209,1408,1066,109,3936,3889,113,3239,4222,45,866,-118,294,116,1093,36,-3937,18,2063,-491,0
1624,278,1397,1248,143,711,1371,185,1163,26,-242,1,386,1288,138,-224,1416,338,589,155,1
591,724,42,118,-176,1069,1098,-535,1658,662,928,957,2821,179,598,51,-121,193,-173,-939,1
283,1478,813,-169,-131,1,-1022,-1176,944,-8,-548,-56,218,-1126,-522,1575,1677,-174,646,1179,1
1408,-4326,-1418,153,-243,3513,4248,-2364,-2201,105,867,-962,2721,-2375,665,-766,-3214,1314,156,3335,0
-1084,-1283,974,-195,1004,528,801,58,-459,1639,1447,1429,1814,285,447,-64,92,195,967,-842,1
2762,-306,-87,103,653,84,2585,135,538,27,44,-714,-1876,-378,48,1082,1587,627,341,2913,1
-3541,95,-1693,-2004,1228,-22,2926,-6319,-991,482,1086,384,-623,4685,-1179,22,93,-463,248,179,0
666,1817,-973,625,-256,33,-135,611,1808,599,44,137,815,512,606,6,711,891,-193,1592,1
868,1703,-1214,2162,1096,1249,-945,-3064,1713,3415,1792,-293,-67,209,-2699,253,-2642,3973,-244,-432,0
-59,-209,-182,-593,-1184,116,-504,-348,116,47,-118,105,-306,812,1489,98,-875,443,1359,516,1
-171,-1229,-2721,-702,-2817,-2825,222,628,2948,2475,3986,355,-86,-2814,-2312,2059,183,2726,284,244,0
539,-1713,761,24,-13,-148,1635,-2074,-905,972,-25,1045,-543,-694,1399,1386,4,-98,798,414,1
141,1304,197,-1337,-467,-121,808,1122,21,1306,-36,1608,46,1038,66,2305,948,1231,222,1596,1
-26,-928,957,313,465,-1147,-598,1002,-325,-1,348,593,-33,-764,77,896,541,744,757,-84,1
-783,-1872,167,-66,462,-3866,2353,-1723,-3278,-2825,3044,1854,768,151,2131,-497,-578,3345,-2444,113,0
-5265,-1834,-482,76,-1627,391,1243,1766,2726,-15,1057,843,778,253,-4608,-77,296,-47,1693,76,0
251,75,-4,-952,794,167,1575,-1248,1646,248,45,-2,468,119,-612,52,1344,1328,187,1332,1
2659,1366,-498,3493,2601,-156,-1629,1448,1613,3872,563,223,-559,-1615,-3948,865,-47,-3924,-66,-3046,0
66,777,2264,1877,2157,417,1471,679,46,1701,-683,466,699,1558,331,-95,516,7,1828,1194,1
-855,638,162,-998,-1805,-2056,-5983,1333,-4238,-1613,-239,1536,-409,-49,-1781,-505,-1763,1514,1094,227,0
1389,768,29,376,-817,2767,2972,1635,-477,1052,1676,-2118,-18,-4801,394,-3105,-1778,-894,57,35,0
-178,604,1471,484,-15,1166,1594,1542,1848,1099,908,-609,1816,-1171,12,71,404,431,-102,118,1
-1488,-1517,-324,2948,29,85,1629,-1476,1888,-1272,72,-1965,4686,1308,1248,-2064,-9,1057,1666,2992,0
2162,-531,-259,1227,3383,-361,-2169,2815,-1369,-2217,379,-4051,113,65,67,-3366,-159,-2043,975,1289,0
852,326,-38,-467,153,326,1412,1617,141,272,2308,-431,765,1143,1145,1148,897,935,258,-66,1
2823,16,678,2878,1663,-26,-58,139,2452,789,1349,-1053,-934,-2455,-1406,5,6,-499,286,666,0
-94,711,-885,-84,-4229,-3888,4196,-749,-176,1286,1259,-2847,-341,1442,-813,-1231,2372,467,-2423,-143,0
-108,5171,6758,19,153,-622,-1522,53,2043,-5982,-59,-105,1775,-2464,276,-485,1402,-274,197,-1099,0
-2961,728,-1034,-256,1527,-1512,-409,-339,47,-1984,-3993,2432,-2162,-1717,1952,1111,-272,886,3849,-3214,0
-3473,-869,-104,453,1536,-754,-129,175,496,1813,-1279,-267,1126,2981,193,1931,-508,-2352,839,2218,0
-86,46,38,-78,92,598,1158,-166,225,-327,-839,1517,-1188,428,71,972,28,-265,159,389,1
86,1882,53,598,2049,558,1404,782,27,933,1295,123,788,1721,1266,955,1667,454,1696,107,1
1187,2565,34,854,-5,-12,227,836,394,-134,915,-172,-328,304,142,254,47,1574,-337,998,1
-1787,1361,-363,186,-1409,905,-106,336,-43,289,425,-687,1323,981,165,14,-869,978,-745,907,1
142,-426,4546,-3258,1174,1784,35,316,-4092,-884,-132,1968,-2092,134,-1173,1215,1249,722,31,-1188,0
2258,531,-1415,-178,134,117,-877,1067,249,-738,-343,5,-1488,779,1019,1396,-603,1512,507,224,1
998,1811,308,338,651,-44,1565,-1235,162,1366,1212,2161,1282,-645,568,-495,934,-63,774,929,1
1012,-37,1345,-74,-242,574,-509,-897,-1236,1611,365,-1094,1337,79,1526,563,-1618,1817,952,1031,1
324,95,1157,-342,-565,2096,36,-383,2254,-78,287,2513,1671,-154,391,585,-166,1288,-988,-141,1
-322,828,2735,-2527,-2506,268,-3319,-3583,-3116,1968,1032,-635,-224,3202,-114,4387,1176,-3331,661,248,0
79,1178,1293,-1073,786,929,1739,121,1309,332,1044,-227,-764,785,1502,252,-1365,362,682,708,1
1071,-1341,246,-1108,-638,1688,466,-882,-1868,-788,-946,1746,197,-277,1838,-371,47,297,86,-425,1
1182,-1367,629,-686,-3416,-3185,-772,2874,-684,-1866,-4994,-1587,2583,1441,4588,2575,713,2432,-2957,1396,0
2021,1271,1178,-148,-582,807,604,186,-793,-868,29,-1052,889,498,-272,1519,399,939,-238,1434,1
-1396,659,2358,2824,3154,-1229,-164,918,1649,-1848,2088,553,1742,855,285,-1519,939,4869,1321,-1826,0
1637,1129,335,1901,2182,4189,5669,-239,812,3533,1247,-478,2421,1779,-37,1471,-438,-9,3498,3897,0
-511,1106,2968,-1131,578,1301,3175,2972,-1074,-4479,369,1542,-1738,2904,-68,-436,357,-36,-61,-2417,0
-423,1515,136,-32,-1709,579,278,-1836,43,3016,92,129,-326,-1304,1436,-36,11,438,2536,638,1
46,53,-8,-354,57,2687,-59,407,285,-996,-784,7,1456,-127,-759,-233,3384,1662,-561,163,1
1995,-38,-2076,1678,-2623,-2517,1896,-182,311,3351,-1335,1126,-816,-1368,-799,-2526,-1071,146,-8,-1822,0
-897,898,756,-193,1172,132,171,-171,-484,441,22,68,-887,2741,-189,1482,142,-56,1035,184,1
-1545,-4163,1756,1008,882,1333,2091,-1148,1272,-1273,2316,47,-824,1078,-229,-503,795,1358,2044,-1611,0
1071,164,286,-713,1751,1021,92,302,911,203,236,1091,3492,-963,422,-31,1061,-1672,128,1759,0
187,7,-2802,-3691,-166,3106,-3101,47,785,4,956,3151,-994,3354,-748,2548,-313,-561,-1598,-1022,0
35,567,595,65,-207,541,2046,1798,1311,562,442,884,364,-213,-167,91,-1431,1788,-651,253,1
9,894,-702,-318,128,-646,283,-111,-904,1712,-1704,768,91,-67,-798,362,-529,967,1231,1895,1
2225,295,-352,155,-691,1467,1243,687,262,-578,2693,1736,634,139,502,1895,-713,425,1748,1288,1
-2339,-924,3297,-1824,-6134,-2521,-865,-2474,2335,576,831,-263,-437,2357,817,-16,-181,3253,2162,51,0
1081,-328,264,-1067,1024,1886,-196,3848,2475,-289,-12,-75,413,-1774,-245,1347,-306,-58,816,1425,0
32,2045,-5,928,129,1013,-1178,91,1149,1751,-361,108,3027,-88,-101,-233,-717,434,-478,-1634,1
-88,-505,127,-1218,-154,537,467,2783,-1264,-2156,-87,-2821,418,-1749,-2505,-868,-574,2832,3604,1771,0
1074,-135,1052,239,458,138,-35,134,411,1435,248,889,-708,547,284,948,1008,36,-1084,868,1
-219,213,328,-1623,-465,-1997,337,4212,1707,1724,3088,761,-2903,-1058,785,1184,1358,258,729,951,0
59,-978,-4063,3044,1749,442,1303,-691,2824,-446,37,-385,-773,-102,-3502,388,801,-1507,2252,-291,0
654,-2242,-214,1596,-246,1724,782,-1183,1409,289,1363,96,147,101,15,786,88,-436,162,1206,1
372,-536,642,68,-1032,317,-203,5778,-3891,84,-1895,3594,-577,97,376,1665,-1722,-327,744,27,0
1701,1587,-2401,1665,2144,1411,2062,2938,1242,3221,518,-1908,126,-1134,1206,-779,-2941,-252,-1193,-2369,0
-1038,1025,998,2364,-608,2021,75,993,-358,3145,-1863,-4467,627,-442,-1216,1681,1686,703,-963,-317,0
-573,1415,-1603,911,-3452,-1234,-1426,-251,479,857,4115,-1651,765,-438,-2016,1678,-3068,1005,-3478,377,0
2522,1464,22,1126,951,-1292,4374,1276,2059,-459,404,745,331,608,1206,-4285,-4436,-24,1268,2892,0
1642,2012,4063,-234,-878,-3035,2391,-2568,-422,3033,-1838,-523,-2622,3203,-462,2056,62,-1714,373,-1585,0
-25,1854,-289,393,-878,1871,1153,208,132,1752,1672,2554,-78,-29,2816,2061,1458,-316,1003,-498,1
-815,228,2935,984,1592,-927,262,-372,1241,-1518,-156,971,-2894,-2381,1662,31,-295,-239,-1187,-2656,0
214,486,-1958,1232,414,574,1112,-361,802,-217,1633,1895,92,-2346,-767,1954,-1945,-2217,2,-1033,0
-1692,616,-881,-1838,103,-199,-3627,162,-27,-1439,1899,1776,-4576,147,-1605,3197,-283,-53,267,1889,0
134,-846,-1097,-3465,-1946,-888,-769,-592,-3504,-1469,-2308,3916,-91,-1322,1285,552,2219,-908,2225,489,0
-31,2553,-3727,2566,669,-4975,168,-697,-2973,-338,-2085,112,-1566,1319,-1814,1397,1771,-4324,157,-303,0
-4348,-1696,-1703,4332,8,1301,-1022,1208,173,154,2093,-717,265,-1358,2085,2179,-2396,-579,-1526,-475,0
-2141,1545,-266,1443,-1061,-518,-1345,-1097,1047,3474,-156,106,-2412,-6292,1984,396,474,187,3266,677,0
-1827,2303,-1158,1249,1104,-209,12,1525,1233,369,686,1088,115,1299,-17,392,221,-851,-828,614,1
2524,-317,-29,292,-55,-1112,142,613,-1675,186,295,749,191,549,626,-906,1812,708,-32,-317,1
402,2,616,1136,955,8,71,3286,36,166,1842,-139,2164,74,1285,-671,-2085,-476,131,-211,1
1113,1504,7,896,-612,-364,-992,-293,-853,162,1646,1474,-3318,-1509,224,1236,-747,-2967,-3921,-573,0
756,1109,133,1618,-1878,-2087,-2751,1548,353,-1,895,-1542,-366,-1214,2173,252,-44,-2792,1825,164,0
991,74,43,1222,2204,257,67,2176,-422,1188,-496,1744,-147,714,608,1539,-768,-341,78,-318,1
1471,707,2638,-3128,-1747,-364,1038,-142,1841,1217,-2619,1741,4761,1956,208,1787,3121,-2058,2663,-2455,0
-2676,-2048,-2683,-1058,-2728,3445,-2767,-3,-3976,-2238,-1012,3741,-773,-73,-2271,-237,1062,-1162,154,-1486,0
-828,853,1421,3071,-48,1296,215,1347,1352,564,89,-869,205,1725,789,821,444,-54,-29,822,1
98,-688,798,-136,-121,-6,7,228,-145,185,188,1532,1785,177,281,1195,104,-863,3045,-1065,1
-488,-368,499,1687,1528,1952,-2643,2002,-1507,2499,-1957,221,-2795,2729,17,4863,-2,1816,1814,-3914,0
-79,513,-844,-468,549,-1819,-1272,-3548,906,668,-2522,-3249,-4092,-315,2638,255,-339,48,-2148,-1693,0
1659,-88,-43,15,1698,719,863,-1197,-117,-1154,-928,-247,98,474,601,693,-63,-1194,533,384,1
4598,3248,-3119,-33,942,144,79,538,1497,-504,182,-1524,941,-3237,-907,-9,47,1589,-1598,-393,0
-2722,-1264,342,759,1635,-1819,821,1624,3675,-3765,-244,-1761,212,-4572,472,-124,-1203,-89,2914,-1873,0
-1534,3694,1321,36,-3073,3028,85,-2183,273,2127,-7,6122,-527,946,-904,2687,53,-778,-84,-1588,0
1343,5,2754,1704,-23,-3635,-144,334,-1112,1675,-475,1008,967,-1502,-187,-1548,-5531,-4026,-107,3296,0
-256,226,-2239,-975,147,952,2092,-206,2165,2819,1219,-542,2616,2246,341,82,-2414,-2996,1375,-1298,0
102,1155,1775,-1508,-1989,1823,-1733,-382,85,149,2318,-3358,-465,933,-886,-1072,-44,-1602,77,-2198,0
107,121,-949,-629,506,-1271,554,-819,618,-14,1966,2018,324,-723,1585,-187,1941,1814,618,178,1
-283,-121,918,-2186,-249,-984,829,1874,2857,-1043,-47,-125,629,694,-66,-1158,671,563,3297,375,0
1048,-83,1525,925,1637,-1704,-438,1309,2402,304,-1688,2921,41,124,-2227,-815,2592,189,2119,-687,0
2508,116,-1368,-1342,36,-1156,-399,217,1363,1404,1188,-895,-394,106,-439,-1079,374,165,-845,-481,1
734,-845,145,158,276,-638,-743,-1073,-581,1611,2567,-65,501,-252,435,478,159,543,-59,359,1
121,-12,2742,-2874,-5592,-44,-636,1399,-114,-1502,449,7,-1005,351,2026,867,-5,-1579,-66,-2673,0
261,675,2458,-246,-1046,-929,2288,604,-683,284,1395,247,1195,25,1206,1368,2329,-68,-614,-33,1
319,1386,92,1119,-262,171,-386,221,286,1913,83,-1946,1387,162,-1391,482,86,82,-853,1942,1
-11,892,-604,-179,624,288,464,-371,2092,-1263,-1066,1463,564,1047,-1588,912,-314,1116,716,712,1
107,973,-3632,93,-2995,196,149,-2232,-243,-1493,1182,-99,316,-1398,2525,-1152,4816,1298,4332,-2266,0
-411,-624,198,-1277,134,2383,-2871,1006,2497,284,-227,3033,-2421,-2584,-2526,-1086,254,2241,-355,1206,0
29,877,1083,-353,569,1235,1536,446,236,-417,419,321,-886,45,-294,1003,59,-149,593,563,1
-518,-72,372,203,79,1791,1306,949,795,858,53,-423,768,855,1403,54,1236,991,-3,-341,1
-607,-11,642,78,-54,-942,-622,73,6,-96,-3,-19,1255,-1431,1226,-209,1858,18,327,1328,1
728,829,-168,1426,767,1078,784,1218,337,408,-421,85,-12,938,2166,855,343,-465,-623,1404,1
12,-523,-1526,-109,356,847,-1321,288,-574,628,-1321,1847,1213,2089,-416,-106,118,799,8,173,1
1762,129,1026,-233,777,666,1412,-555,1466,-197,633,-154,1232,1547,-376,43,-817,326,179,-1186,1
712,155,-275,-411,-442,1161,-1059,1218,-574,985,1118,575,1064,-148,915,-682,909,2183,1058,-277,1
543,1288,1213,-12,-1631,-1067,1993,-926,-556,258,297,-118,-208,-183,728,-1119,833,-65,-239,-551,1
1168,494,-1843,-4162,1104,1037,-5182,3258,-194,-152,1271,472,157,2646,2007,847,-1276,1472,2142,3203,0
973,71,-235,-1224,161,358,265,94,-298,479,1008,9,274,-115,-429,34,913,294,1237,311,1
-1555,-1419,-2481,617,1587,892,-4636,-818,917,2397,-1284,-1691,-1861,-1371,375,-544,-47,-2134,-2462,136,0
44,341,-145,708,1626,-258,625,-1339,-398,1598,-978,447,494,-216,708,937,893,-1595,105,1397,1
272,1368,1353,523,-614,962,1683,384,-1641,772,635,-307,-505,663,-68,65,587,107,604,644,1
633,-968,-237,481,1058,1163,119,1009,-888,565,1458,53,-58,1118,2538,1243,1108,-87,598,1051,1
-844,997,-72,38,157,226,-523,582,946,314,461,2357,31,1837,498,-7,434,1286,877,-561,1
3209,622,-753,204,-385,-2514,352,2882,-2468,-1297,565,-163,-924,926,-69,1546,-628,-1634,-1288,3117,0
814,-763,161,-544,-17,747,21,2103,65,9,633,654,2466,789,974,1896,1786,1692,1458,2466,1
-288,2856,1264,-1056,-218,-169,-1587,2224,206,-88,-507,807,4528,2084,-1946,1447,-1737,31,-757,-1201,0
-318,283,1641,-1881,-1934,2768,-2503,-2332,-427,93,1496,695,-1976,1172,1537,-69,-2115,3583,837,-2779,0
549,-45,327,-2027,-111,-2891,819,2905,-1218,121,2468,-2686,-583,-125,-3104,12,264,637,37,84,0
237,1367,655,914,978,-493,-157,258,163,-166,1149,2667,-399,391,1973,909,215,-525,838,94,1
-671,188,-1122,288,-1177,-551,269,616,44,2634,-1794,354,1561,794,576,874,138,-62,545,774,1
169,1303,1134,36,1943,168,-1165,32,338,339,146,228,-675,514,-683,1234,93,-1142,895,73,1
728,109,-1033,-582,-1541,1633,23,464,-127,-287,-1299,1464,897,-226,1887,-479,-738,-1219,-3709,-2568,0
337,919,1082,1077,607,1385,-48,54,687,1475,2404,912,2511,-74,1492,94,-173,56,742,371,1
1546,355,-1409,-74,42,104,569,-126,429,771,766,-837,-577,146,83,955,-1638,-394,467,-672,1
217,244,1788,2197,35,-87,1032,1356,1905,1444,1288,1203,1813,117,-634,-1342,75,-148,1441,106,1
1536,-15,898,2888,1527,218,-3164,-1864,1078,801,2172,2823,-2847,-424,3317,-3234,-1014,137,-1777,3303,0
202,1731,502,853,-6,1478,425,131,3024,-552,2143,-469,-31,109,-83,659,1519,82,91,-253,1
117,117,1356,1232,1617,268,163,1132,744,2246,-1653,616,1416,977,1211,1583,874,-601,933,-825,1
4371,628,1502,2813,3331,1527,-1847,-4035,3126,-484,-1107,-2226,4342,-2934,546,149,1783,241,1437,236,0
-494,-836,-953,4,-684,-1289,51,292,3398,679,1202,-2659,-1668,-593,-1496,1778,-1339,-1583,521,1752,0
-941,717,314,211,-522,1683,1393,1048,1558,705,281,56,989,-61,-468,3,2243,1467,1886,-44,1
2475,2403,472,909,-828,-4,138,66,482,92,918,-395,511,-139,1485,1065,426,1778,1196,-2174,1
-178,2527,-1338,156,1775,1048,2658,1244,882,82,244,1455,879,917,-559,-1192,1695,186,1863,-1559,1
-1266,12,402,3509,1962,-877,1702,-1374,-579,293,-56,-3201,1856,-1202,1697,714,1212,138,55,1537,0
