"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","Y"
4688,"27","100","8","56","57","41","20","0","0","24","18","85","48","97","100","94","1"
4698,"57","96","100","100","81","95","40","85","30","60","57","32","40","3","0","0","1"
4717,"2","97","13","59","44","34","15","0","6","43","0","86","49","98","100","100","1"
4720,"28","87","1","56","76","75","67","28","1","0","0","46","18","94","100","100","1"
4731,"13","88","10","56","54","29","30","0","10","35","0","79","46","99","100","100","1"
4745,"65","95","28","72","52","33","24","0","0","16","15","59","48","89","100","100","1"
4751,"43","98","0","69","57","49","62","7","15","0","17","50","34","95","100","100","1"
4754,"23","100","19","64","51","32","16","0","0","33","8","84","54","90","100","92","1"
4756,"100","95","74","100","25","89","17","53","72","45","99","19","53","3","0","0","1"
4760,"100","97","49","100","11","82","10","51","54","52","76","29","47","5","0","0","1"
4772,"27","95","1","56","41","32","16","0","0","24","12","75","55","93","100","100","1"
4774,"20","85","27","50","94","51","87","3","27","0","0","53","32","89","100","100","1"
4789,"54","88","24","76","66","51","47","2","0","0","18","48","50","92","100","100","1"
4805,"27","94","1","63","56","67","64","19","0","0","0","55","21","100","100","100","1"
4838,"16","98","75","100","48","94","0","72","55","58","100","33","77","4","18","0","1"
4846,"37","98","2","64","48","38","17","0","0","26","2","72","38","99","100","100","1"
4851,"6","100","16","61","81","44","66","0","0","9","0","55","16","96","100","99","1"
4859,"4","80","3","52","47","54","55","0","10","2","0","80","43","100","100","95","1"
4868,"100","89","80","100","41","91","47","63","70","38","77","9","40","0","0","4","1"
4876,"20","100","17","60","51","27","17","0","6","40","0","82","42","96","100","96","1"
4896,"33","75","68","100","100","98","52","92","37","51","79","35","47","6","0","0","1"
4897,"47","93","92","100","100","96","55","84","60","57","83","25","45","5","0","0","1"
4906,"24","90","0","69","43","39","45","0","13","17","21","62","43","99","100","100","1"
4907,"15","96","3","61","57","49","42","0","10","13","0","66","44","95","100","100","1"
4913,"30","100","0","58","23","39","63","14","13","0","24","52","44","96","100","93","1"
4926,"42","100","11","71","38","34","17","0","0","26","3","79","50","90","100","85","1"
4977,"52","90","100","100","60","92","32","60","79","57","86","22","44","0","0","14","1"
4978,"2","90","0","63","39","52","60","6","23","0","15","64","43","99","100","100","1"
5005,"58","90","8","63","37","44","18","0","0","18","4","74","41","100","100","98","1"
5018,"34","100","18","63","63","34","34","0","0","15","14","58","40","93","100","89","1"
5020,"40","85","1","60","43","46","26","2","0","0","9","53","42","89","100","100","1"
5038,"25","83","12","54","62","29","37","0","6","20","0","62","37","92","100","100","1"
5079,"100","93","79","92","24","100","0","67","42","44","92","28","67","0","25","2","1"
5085,"28","94","99","100","69","95","22","70","51","53","100","27","67","0","0","9","1"
5091,"36","80","0","64","37","41","25","0","1","8","7","54","43","88","100","100","1"
5112,"18","79","30","66","78","36","52","0","10","20","0","61","21","95","100","100","1"
5179,"11","100","24","67","54","32","39","0","8","29","0","71","43","88","100","90","1"
5198,"24","96","84","99","100","100","25","93","28","57","93","36","73","0","0","1","1"
5206,"55","100","13","73","46","41","50","7","0","0","16","56","48","94","100","86","1"
5224,"100","94","50","100","22","76","30","51","78","44","87","14","48","0","0","5","1"
5236,"10","91","20","59","83","56","100","13","40","0","3","42","0","82","60","100","1"
5246,"0","90","22","62","79","45","56","0","22","40","4","93","25","99","100","100","1"
5259,"37","95","33","68","55","31","18","0","0","35","2","80","46","100","100","94","1"
5268,"31","81","70","98","100","100","58","87","42","58","78","32","42","9","0","0","1"
5270,"5","81","1","55","29","22","4","0","0","44","16","80","57","95","100","100","1"
5274,"43","99","21","66","60","32","32","0","0","25","10","75","51","100","100","82","1"
5282,"27","95","39","62","75","32","39","0","0","19","12","65","45","97","100","100","1"
5291,"15","80","0","48","45","31","51","0","30","36","13","76","46","100","100","99","1"
5300,"0","63","30","50","64","20","50","0","23","35","16","73","53","96","100","100","1"
5312,"100","98","58","100","23","90","32","60","72","57","69","19","33","0","0","14","1"
5323,"100","98","60","100","12","99","28","64","73","58","78","21","39","0","0","3","1"
5325,"54","100","0","78","47","62","63","20","13","0","18","49","40","95","100","95","1"
5328,"35","94","0","66","51","54","48","13","1","0","17","47","35","94","100","100","1"
5330,"33","95","29","61","71","39","38","0","0","15","10","71","45","98","100","100","1"
5369,"100","97","69","100","39","86","59","62","78","36","63","9","30","2","0","0","1"
5379,"70","91","100","100","61","86","35","60","60","50","64","21","34","0","0","15","1"
5386,"100","85","66","100","36","78","50","50","90","36","87","2","44","0","0","4","1"
5388,"17","100","12","65","55","42","29","0","0","20","8","74","43","98","100","100","1"
5394,"27","95","18","56","38","23","4","0","0","51","21","91","60","100","100","99","1"
5396,"39","90","0","69","72","55","69","12","2","0","7","47","22","91","100","100","1"
5408,"100","100","57","100","29","77","22","54","65","53","61","16","22","0","0","9","1"
5414,"40","92","100","100","97","94","43","77","57","54","89","27","55","0","0","8","1"
5416,"47","80","80","97","100","100","59","89","29","63","54","33","40","4","0","0","1"
5423,"27","84","27","56","74","30","42","0","17","27","0","64","35","94","100","100","1"
5433,"54","86","88","100","100","99","64","89","36","64","50","31","32","0","0","1","1"
5441,"24","86","21","63","66","32","27","0","1","25","0","72","37","100","100","99","1"
5452,"30","71","20","52","40","12","7","0","0","52","24","84","61","95","100","100","1"
5482,"52","77","22","60","62","30","38","0","0","16","8","70","52","86","100","100","1"
5491,"29","100","21","58","65","40","61","0","7","12","0","58","29","94","100","97","1"
5501,"43","93","22","71","43","33","9","0","0","36","9","81","51","100","100","99","1"
5559,"4","87","17","67","40","34","9","0","0","39","2","84","48","100","100","97","1"
5573,"33","100","100","99","66","98","7","86","32","65","81","38","66","5","0","0","1"
5578,"28","85","11","63","82","37","88","0","9","1","0","46","16","88","100","100","1"
5587,"26","80","23","56","60","24","28","0","0","24","13","68","47","97","100","100","1"
5588,"62","90","100","100","90","95","54","84","46","55","64","24","35","0","0","4","1"
5632,"0","72","0","77","23","64","73","37","25","0","9","62","33","100","100","100","1"
5643,"25","80","0","76","35","44","76","15","10","0","4","41","30","88","100","100","1"
5647,"0","85","25","64","63","36","52","0","30","31","13","69","44","98","100","100","1"
5663,"22","89","0","58","44","32","27","0","1","33","5","84","48","100","100","91","1"
5687,"40","99","100","87","43","100","30","56","73","44","98","9","38","0","0","31","1"
5714,"32","92","100","99","100","100","33","88","12","48","81","39","71","6","0","0","1"
5716,"66","83","100","100","98","98","59","88","29","67","49","38","38","10","0","0","1"
5748,"34","65","42","37","39","5","0","0","6","35","27","67","61","88","100","100","1"
5794,"24","100","17","56","58","34","37","0","0","23","12","59","51","85","100","93","1"
5800,"11","95","8","55","56","35","33","0","0","25","1","65","43","92","100","100","1"
5850,"42","100","34","62","55","29","40","0","0","23","5","55","51","71","100","83","1"
5882,"24","95","97","100","22","92","19","55","71","70","100","32","54","0","0","21","1"
5886,"48","87","100","100","91","93","42","76","64","54","92","28","55","1","0","0","1"
5888,"100","100","50","97","21","75","44","71","82","56","76","25","47","0","0","5","1"
5892,"100","100","52","97","23","87","27","58","74","54","78","19","39","0","0","13","1"
5897,"19","100","0","65","49","36","33","0","1","14","4","67","41","94","100","97","1"
5898,"20","98","1","64","46","35","30","0","1","24","0","71","43","95","100","100","1"
5907,"100","95","83","100","29","98","0","66","27","57","75","46","64","12","17","0","1"
5931,"29","100","22","63","68","33","24","0","0","24","1","72","40","92","100","94","1"
5982,"52","100","100","99","45","92","15","56","57","64","82","38","49","4","0","0","1"
5990,"42","87","100","100","54","83","12","53","53","62","87","41","56","6","0","0","1"
5993,"23","75","77","98","100","100","42","88","23","50","84","46","62","10","0","0","1"
6012,"0","63","34","43","58","12","59","0","34","30","21","62","51","88","100","100","1"
6028,"16","100","0","55","64","39","46","0","12","15","0","63","29","96","100","98","1"
6084,"14","96","77","100","30","99","20","60","66","61","100","32","54","0","0","17","1"
6089,"100","100","70","100","27","97","5","62","34","58","61","36","41","1","0","0","1"
6091,"12","91","0","50","65","45","67","0","13","9","4","65","31","100","100","99","1"
6106,"16","100","6","51","58","34","24","0","3","29","0","81","46","99","100","99","1"
6112,"9","100","0","62","52","48","45","0","2","13","3","68","37","99","100","100","1"
6117,"65","87","100","100","73","87","37","74","64","58","67","21","36","0","0","12","1"
6121,"24","91","22","61","38","25","1","0","0","39","0","78","46","95","100","100","1"
6127,"100","92","66","100","39","82","42","57","70","38","64","9","32","0","0","8","1"
6128,"58","85","100","100","65","96","24","70","23","55","70","48","49","13","0","0","1"
6132,"55","92","100","100","73","86","43","59","72","40","89","12","46","0","0","0","1"
6140,"14","95","85","100","45","96","9","68","44","57","100","33","59","0","0","16","1"
6164,"30","86","20","58","68","35","32","0","0","18","16","64","39","100","100","100","1"
6173,"25","95","18","52","59","29","22","0","0","16","18","66","52","99","100","100","1"
6175,"100","100","74","99","46","98","45","72","65","51","53","26","29","9","0","0","1"
6209,"100","100","55","98","17","83","0","52","43","61","65","37","44","7","4","0","1"
6218,"36","84","0","66","84","57","100","18","22","0","5","40","9","86","84","100","1"
6251,"93","100","63","99","43","85","53","54","100","48","89","23","45","8","0","0","1"
6258,"5","91","0","49","50","37","17","0","2","35","5","85","40","100","100","100","1"
6268,"10","67","30","37","16","3","0","0","12","36","22","73","55","94","100","100","1"
6280,"50","90","33","62","73","32","55","0","27","33","0","66","27","95","100","100","1"
6321,"47","87","100","100","50","85","17","56","62","60","88","34","52","7","0","0","1"
6330,"18","95","22","59","73","44","44","0","11","31","0","85","51","100","100","99","1"
6336,"42","76","79","100","86","89","45","64","60","42","100","20","56","0","0","2","1"
6347,"100","98","61","100","41","90","28","61","59","61","57","40","29","19","0","0","1"
6349,"22","83","0","55","48","40","45","0","15","25","15","72","52","100","100","85","1"
6365,"49","81","50","50","85","25","42","0","0","16","15","58","44","91","100","100","1"
6369,"14","99","8","54","73","46","44","0","0","17","1","81","44","99","100","100","1"
6372,"43","81","11","69","78","51","100","17","27","0","0","32","14","80","84","100","1"
6393,"17","100","8","53","61","47","42","0","3","17","0","80","44","96","100","94","1"
6395,"32","99","35","63","56","21","17","0","0","36","12","82","54","100","100","83","1"
6419,"23","97","20","61","66","44","41","0","8","24","0","82","44","98","100","100","1"
6432,"15","100","0","68","39","37","19","0","1","45","6","89","53","97","100","99","1"
6446,"12","89","0","48","64","45","71","0","26","8","6","59","30","100","100","98","1"
6479,"47","88","98","100","81","93","31","76","61","54","100","31","56","7","0","0","1"
6486,"89","94","56","100","15","83","34","56","89","54","100","19","55","0","0","10","1"
6495,"61","88","98","100","100","95","62","89","32","64","56","33","38","3","0","0","1"
6498,"100","98","61","100","20","89","0","58","36","54","65","37","44","2","6","0","1"
6509,"35","96","12","50","51","38","52","0","0","2","10","53","37","95","100","100","1"
6515,"23","93","30","64","90","36","59","0","12","12","0","54","13","91","100","100","1"
6565,"41","96","19","61","66","43","42","2","0","0","18","51","49","89","100","100","1"
6571,"100","98","85","99","38","100","26","71","66","56","79","36","40","18","0","0","1"
6580,"31","95","2","68","64","58","62","10","0","0","10","52","31","100","100","100","1"
6581,"29","100","19","44","27","0","5","9","0","62","30","88","65","95","100","97","1"
6591,"59","82","92","100","72","93","32","71","58","42","100","22","58","0","0","2","1"
6607,"37","91","84","100","100","96","52","87","32","57","74","38","41","1","0","0","1"
6617,"14","94","4","63","43","36","36","0","10","27","0","72","47","92","100","100","1"
6622,"45","85","93","100","100","98","48","88","7","62","48","48","48","18","0","0","1"
6666,"58","85","100","100","87","94","52","72","59","43","85","27","47","2","0","0","1"
6675,"44","89","100","100","91","93","35","79","33","55","73","29","54","0","0","11","1"
6680,"100","94","54","96","9","100","0","60","43","52","72","24","41","0","13","8","1"
6685,"21","90","3","52","77","55","62","5","0","0","6","52","14","100","100","100","1"
6687,"31","79","55","49","70","14","32","0","14","38","0","71","49","86","100","100","1"
6696,"45","100","14","69","61","42","46","0","0","3","15","50","42","91","100","96","1"
6698,"44","93","9","64","82","45","63","8","0","0","13","44","28","88","100","100","1"
6710,"38","83","40","53","55","14","11","0","0","30","10","71","52","92","100","100","1"
