"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","Y"
333,"7","19","133","2.714","0.346","0.842","1.77","46","112","26","0"
335,"6","13","78","2.167","0.269","0.667","1.5","21","52","14","0"
336,"7","11","77","1.571","0.377","0.948","1.38","29","73","21","0"
337,"7","16","112","2.286","0.286","0.955","1.68","32","107","19","0"
338,"7","7","49","1","0.265","0.796","1.44","13","39","9","0"
339,"7","21","147","3","0.333","0.789","1.4","49","116","35","0"
340,"5","19","95","3.8","0.389","0.895","1.32","37","85","28","0"
341,"7","16","112","2.286","0.241","0.634","1.93","27","71","14","0"
342,"5","7","35","1.4","0.4","1","1.17","14","35","12","0"
343,"9","20","180","2.222","0.294","0.578","1.51","53","104","35","0"
345,"7","4","28","0.571","0.393","0.679","3.67","11","19","3","0"
347,"7","38","266","5.429","0.286","0.748","1.69","76","199","45","0"
348,"7","4","28","0.571","0.25","0.893","1.75","7","25","4","0"
349,"7","13","91","1.857","0.33","0.835","1.58","30","76","19","0"
350,"7","33","231","4.714","0.351","0.987","1.53","81","228","53","0"
351,"10","38","380","3.8","0.187","0.463","1.37","71","176","52","0"
354,"10","49","490","4.9","0.165","0.649","1.35","81","318","60","0"
355,"6","13","78","2.167","0.333","0.846","1.37","26","66","19","0"
356,"6","13","78","2.167","0.308","1","1.41","24","78","17","0"
357,"8","16","128","2","0.211","0.672","1.42","27","86","19","0"
358,"8","8","64","1","0.219","0.875","1.56","14","56","9","0"
359,"5","20","100","4","0.49","0.99","1.58","49","99","31","0"
360,"8","17","136","2.125","0.199","0.603","3","27","82","9","0"
362,"7","36","252","5.143","0.278","0.937","1.25","70","236","56","0"
363,"10","251","2510","25.1","0.179","0.515","1.37","449","1293","327","0"
364,"7","17","119","2.429","0.311","0.908","1.54","37","108","24","0"
365,"7","20","140","2.857","0.25","0.657","1.46","35","92","24","0"
366,"6","7","42","1.167","0.286","0.857","1.5","12","36","8","0"
367,"7","11","77","1.571","0.312","1","1.33","24","77","18","0"
369,"8","40","320","5","0.213","0.659","1.24","68","211","55","0"
370,"6","44","264","7.333","0.254","0.689","1.68","67","182","40","0"
371,"7","20","140","2.857","0.307","0.85","1.48","43","119","29","0"
372,"6","25","150","4.167","0.313","1","1.38","47","150","34","0"
373,"7","33","231","4.714","0.346","0.879","1.36","80","203","59","0"
374,"7","19","133","2.714","0.331","0.729","1.69","44","97","26","0"
375,"6","26","156","4.333","0.288","0.679","1.41","45","106","32","0"
377,"4","11","44","2.75","0.432","1","1.36","19","44","14","0"
379,"4","6","24","1.5","0.542","1","1.63","13","24","8","0"
380,"5","40","200","8","0.44","0.935","1.4","88","187","63","0"
382,"7","17","119","2.429","0.336","0.874","1.74","40","104","23","0"
383,"9","91","819","10.111","0.206","0.731","1.37","169","599","123","0"
384,"5","3","15","0.6","0.533","1","2.67","8","15","3","0"
385,"7","23","161","3.286","0.329","0.938","1.39","53","151","38","0"
386,"6","18","108","3","0.315","1","1.62","34","108","21","0"
387,"6","16","96","2.667","0.354","1","1.48","34","96","23","0"
388,"5","7","35","1.4","0.4","0.943","1.75","14","33","8","0"
389,"7","26","182","3.714","0.374","0.846","1.66","68","154","41","0"
390,"5","43","215","8.6","0.372","0.888","1.45","80","191","55","0"
391,"7","11","77","1.571","0.299","1","1.21","23","77","19","0"
393,"7","18","126","2.571","0.357","1","1.55","45","126","29","0"
394,"7","13","91","1.857","0.308","0.824","1.33","28","75","21","0"
395,"7","14","98","2","0.337","0.898","1.94","33","88","17","0"
396,"9","50","450","5.556","0.22","0.691","1.32","99","311","75","0"
397,"9","16","144","1.778","0.215","0.764","1.55","31","110","20","0"
399,"7","23","161","3.286","0.323","0.839","1.68","52","135","31","0"
402,"7","7","49","1","0.388","0.939","1.9","19","46","10","0"
403,"5","11","55","2.2","0.436","0.891","1.71","24","49","14","0"
404,"8","8","64","1","0.234","0.953","2.5","15","61","6","0"
406,"7","10","70","1.429","0.343","0.786","1.33","24","55","18","0"
407,"8","19","152","2.375","0.309","0.98","1.52","47","149","31","0"
408,"6","5","30","0.833","0.367","0.867","2.75","11","26","4","0"
409,"6","5","30","0.833","0.333","0.833","1.67","10","25","6","0"
410,"9","7","63","0.778","0.286","0.778","2","18","49","9","0"
412,"7","21","147","3","0.286","0.857","1.35","42","126","31","0"
413,"7","13","91","1.857","0.275","0.824","1.32","25","75","19","0"
414,"6","20","120","3.333","0.367","0.967","1.38","44","116","32","0"
415,"10","39","390","3.9","0.285","0.546","1.91","111","213","58","0"
420,"8","9","72","1.125","0.375","0.889","1.8","27","64","15","0"
423,"10","25","250","2.5","0.32","0.648","2","80","162","40","0"
426,"8","13","104","1.625","0.423","0.99","1.76","44","103","25","0"
427,"8","30","240","3.75","0.45","0.788","2.3","108","189","47","0"
428,"12","271","3252","22.583","0.246","0.615","1.95","799","1999","410","0"
430,"9","27","243","3","0.333","0.918","1.69","81","223","48","0"
431,"11","34","374","3.091","0.324","0.872","2.47","121","326","49","0"
432,"9","23","207","2.556","0.386","0.894","2.42","80","185","33","0"
434,"8","141","1128","17.625","0.371","0.977","1.84","418","1102","227","0"
435,"1","127","127","127","0.646","1","13.67","82","127","6","0"
436,"11","22","242","2","0.277","0.731","1.86","67","177","36","0"
437,"11","19","209","1.727","0.378","0.9","1.93","79","188","41","0"
438,"10","6","60","0.6","0.433","1","2.6","26","60","10","0"
439,"21","13","273","0.619","0.168","0.308","2.3","46","84","20","0"
440,"9","91","819","10.111","0.32","0.773","2.2","262","633","119","0"
442,"10","19","190","1.9","0.379","0.816","2.12","72","155","34","0"
443,"6","27","162","4.5","0.475","0.809","2.33","77","131","33","0"
444,"8","6","48","0.75","0.375","0.792","3","18","38","6","0"
445,"8","12","96","1.5","0.427","0.958","1.86","41","92","22","0"
449,"4","19","76","4.75","0.276","0.382","5.25","21","29","4","0"
450,"1","19","19","19","0.737","1","4.67","14","19","3","0"
451,"9","244","2196","27.111","0.237","0.801","1.59","520","1758","327","0"
452,"8","12","96","1.5","0.427","0.719","2.73","41","69","15","0"
453,"9","272","2448","30.222","0.269","0.763","1.87","659","1868","353","0"
454,"9","35","315","3.889","0.33","0.835","2","104","263","52","0"
455,"6","4","24","0.667","0.667","1","8","16","24","2","0"
456,"6","4","24","0.667","0.625","0.792","5","15","19","3","0"
459,"10","20","200","2","0.385","0.87","2.14","77","174","36","0"
460,"8","13","104","1.625","0.404","0.99","2.1","42","103","20","0"
461,"5","4","20","0.8","0.7","0.8","7","14","16","2","0"
462,"8","10","80","1.25","0.388","0.913","2.21","31","73","14","0"
463,"10","13","130","1.3","0.385","0.823","2","50","107","25","0"
465,"8","8","64","1","0.5","1","2.91","32","64","11","0"
466,"9","20","180","2.222","0.35","0.728","1.91","63","131","33","0"
467,"8","26","208","3.25","0.394","1","2.16","82","208","38","0"
468,"8","18","144","2.25","0.403","0.896","2.52","58","129","23","0"
469,"11","261","2871","23.727","0.257","0.644","2.01","738","1849","368","0"
470,"9","26","234","2.889","0.316","0.88","1.85","74","206","40","0"
471,"11","54","594","4.909","0.258","0.736","1.99","153","437","77","0"
472,"8","18","144","2.25","0.396","0.882","1.84","57","127","31","0"
473,"6","9","54","1.5","0.556","1","2.14","30","54","14","0"
474,"11","25","275","2.273","0.335","0.931","2.56","92","256","36","0"
475,"11","213","2343","19.364","0.264","0.698","1.95","619","1635","317","0"
477,"8","19","152","2.375","0.368","1","1.75","56","152","32","0"
481,"8","22","176","2.75","0.403","1","2.03","71","176","35","0"
482,"9","54","486","6","0.391","0.817","1.98","190","397","96","0"
483,"8","12","96","1.5","0.396","0.75","2.38","38","72","16","0"
484,"8","12","96","1.5","0.406","0.896","1.86","39","86","21","0"
485,"8","16","128","2","0.461","0.93","2.57","59","119","23","0"
486,"10","69","690","6.9","0.277","0.68","1.85","191","469","103","0"
487,"11","122","1342","11.091","0.256","0.656","1.94","344","881","177","0"
488,"9","59","531","6.556","0.335","0.821","1.96","178","436","91","0"
489,"11","44","484","4","0.314","0.75","1.92","152","363","79","0"
490,"8","45","360","5.625","0.367","0.783","1.89","132","282","70","0"
491,"5","9","45","1.8","0.533","0.911","2","24","41","12","0"
492,"12","261","3132","21.75","0.223","0.578","1.92","698","1810","364","0"
493,"8","31","248","3.875","0.371","0.782","2","92","194","46","0"
494,"8","8","64","1","0.359","0.969","1.53","23","62","15","0"
495,"8","12","96","1.5","0.396","0.927","1.65","38","89","23","0"
497,"11","57","627","5.182","0.271","0.577","1.87","170","362","91","0"
498,"11","32","352","2.909","0.256","0.534","2","90","188","45","0"
499,"8","28","224","3.5","0.46","0.79","2.58","103","177","40","0"
500,"10","44","440","4.4","0.314","0.623","1.92","138","274","72","0"
501,"7","33","231","4.714","0.385","0.922","2.23","89","213","40","0"
502,"8","19","152","2.375","0.355","0.954","2","54","145","27","0"
503,"10","13","130","1.3","0.315","0.915","2.41","41","119","17","0"
505,"8","64","512","8","0.385","0.912","1.93","197","467","102","0"
508,"7","7","49","1","0.265","0.612","3.25","13","30","4","0"
510,"10","55","550","5.5","0.295","0.756","1.98","162","416","82","0"
511,"11","53","583","4.818","0.249","0.734","1.93","145","428","75","0"
512,"7","2","14","0.286","0.857","0.857","12","12","12","1","0"
513,"11","54","594","4.909","0.273","0.781","2.19","162","464","74","0"
515,"8","43","344","5.375","0.387","0.762","1.93","133","262","69","0"
516,"9","13","117","1.444","0.368","1","2.69","43","117","16","0"
518,"8","39","312","4.875","0.362","0.881","1.74","113","275","65","0"
519,"8","33","264","4.125","0.375","0.981","1.6","99","259","62","0"
521,"10","8","80","0.8","0.313","0.9","1.56","25","72","16","0"
522,"5","3","15","0.6","0.6","0.6","9","9","9","1","0"
523,"7","35","245","5","0.445","0.771","2.48","109","189","44","0"
524,"10","33","330","3.3","0.352","0.745","2.07","116","246","56","0"
526,"5","26","130","5.2","0.492","0.785","2.37","64","102","27","0"
528,"6","37","222","6.167","0.392","0.757","2.23","87","168","39","0"
529,"5","13","65","2.6","0.554","0.8","3","36","52","12","0"
530,"9","25","225","2.778","0.329","0.502","2.55","74","113","29","0"
531,"11","54","594","4.909","0.316","0.697","2.07","188","414","91","0"
532,"10","29","290","2.9","0.303","0.731","2.1","88","212","42","0"
533,"10","16","160","1.6","0.288","0.744","2.19","46","119","21","0"
535,"8","12","96","1.5","0.396","0.99","1.9","38","95","20","0"
536,"8","15","120","1.875","0.475","1","2.38","57","120","24","0"
537,"10","36","360","3.6","0.367","0.789","2.28","132","284","58","0"
538,"8","71","568","8.875","0.289","0.574","1.64","164","326","100","0"
539,"8","9","72","1.125","0.375","0.736","2.45","27","53","11","0"
540,"8","19","152","2.375","0.454","1","2.16","69","152","32","0"
542,"5","7","35","1.4","0.571","1","2.5","20","35","8","0"
543,"8","15","120","1.875","0.458","0.908","2.5","55","109","22","0"
544,"10","25","250","2.5","0.34","0.816","1.89","85","204","45","0"
546,"8","39","312","4.875","0.423","0.955","1.83","132","298","72","0"
547,"8","14","112","1.75","0.429","1","2.4","48","112","20","0"
548,"10","33","330","3.3","0.345","0.779","1.9","114","257","60","0"
549,"6","18","108","3","0.444","0.991","1.71","48","107","28","0"
550,"5","4","20","0.8","0.7","1","2.33","14","20","6","0"
551,"8","49","392","6.125","0.413","0.76","1.93","162","298","84","0"
552,"10","262","2620","26.2","0.274","0.757","1.8","719","1984","399","0"
553,"10","262","2620","26.2","0.29","0.826","1.76","761","2163","432","0"
554,"8","33","264","4.125","0.326","0.848","2","86","224","43","0"
556,"8","53","424","6.625","0.347","0.767","1.93","147","325","76","0"
559,"10","22","220","2.2","0.309","0.582","2.34","68","128","29","0"
560,"9","18","162","2","0.327","0.914","1.89","53","148","28","0"
561,"10","27","270","2.7","0.367","0.83","1.87","99","224","53","0"
562,"8","22","176","2.75","0.398","0.818","2.06","70","144","34","0"
563,"8","31","248","3.875","0.375","0.722","2.02","93","179","46","0"
564,"8","23","184","2.875","0.375","0.88","2.09","69","162","33","0"
565,"10","40","400","4","0.295","0.68","1.9","118","272","62","0"
566,"10","53","530","5.3","0.294","0.908","1.75","156","481","89","0"
567,"10","9","90","0.9","0.3","0.778","2.25","27","70","12","0"
568,"10","54","540","5.4","0.306","0.689","1.94","165","372","85","0"
569,"10","34","340","3.4","0.279","0.8","1.86","95","272","51","0"
570,"9","15","135","1.667","0.244","0.83","1.57","33","112","21","0"
571,"8","33","264","4.125","0.356","0.705","2","94","186","47","0"
572,"10","52","520","5.2","0.298","0.752","2.09","155","391","74","0"
574,"6","4","24","0.667","0.542","1","1.86","13","24","7","0"
575,"7","21","147","3","0.313","0.667","2.09","46","98","22","0"
576,"10","242","2420","24.2","0.26","0.579","2.08","630","1401","303","0"
578,"8","7","56","0.875","0.429","1","2.67","24","56","9","0"
580,"8","4","32","0.5","0.594","1","2.71","19","32","7","0"
581,"7","13","91","1.857","0.429","0.945","2.05","39","86","19","0"
582,"8","52","416","6.5","0.38","0.88","1.88","158","366","84","0"
584,"8","26","208","3.25","0.24","0.563","2.5","50","117","20","0"
585,"8","43","344","5.375","0.34","0.892","1.83","117","307","64","0"
587,"8","9","72","1.125","0.389","0.792","2","28","57","14","0"
590,"10","37","370","3.7","0.33","0.897","2","122","332","61","0"
592,"8","16","128","2","0.406","0.93","1.68","52","119","31","0"
593,"10","23","230","2.3","0.343","0.791","1.88","79","182","42","0"
594,"11","132","1452","12","0.189","0.44","2.04","274","639","134","0"
596,"10","23","230","2.3","0.37","0.83","2.3","85","191","37","0"
597,"7","3","21","0.429","0.571","1","3","12","21","4","0"
598,"8","28","224","3.5","0.397","0.996","2.07","89","223","43","0"
599,"8","16","128","2","0.367","0.969","1.88","47","124","25","0"
600,"8","6","48","0.75","0.313","0.792","3","15","38","5","0"
601,"10","22","220","2.2","0.332","0.714","2.15","73","157","34","0"
602,"10","93","930","9.3","0.268","0.784","1.78","249","729","140","0"
603,"7","11","77","1.571","0.455","0.974","1.75","35","75","20","0"
606,"7","49","343","7","0.318","0.612","1.91","109","210","57","0"
607,"5","23","115","4.6","0.452","0.913","1.79","52","105","29","0"
608,"8","53","424","6.625","0.38","0.915","1.87","161","388","86","0"
609,"15","67","1005","4.467","0.293","0.607","3.59","294","610","82","0"
611,"8","98","784","12.25","0.221","0.874","1.42","173","685","122","0"
612,"8","106","848","13.25","0.358","0.698","2.29","304","592","133","0"
613,"7","144","1008","20.571","0.092","0.384","1.24","93","387","75","0"
614,"8","233","1864","29.125","0.262","0.838","1.58","488","1562","309","0"
616,"9","268","2412","29.778","0.183","0.686","1.29","441","1654","341","0"
617,"9","509","4581","56.556","0.123","0.501","1.26","563","2297","448","0"
618,"5","81","405","16.2","0.311","0.968","1.3","126","392","97","0"
619,"7","91","637","13","0.334","0.975","1.76","213","621","121","0"
620,"7","12","84","1.714","0.226","0.786","1.9","19","66","10","0"
622,"8","69","552","8.625","0.098","0.344","1.38","54","190","39","0"
625,"9","283","2547","31.444","0.186","0.727","1.22","474","1852","389","0"
627,"25","291","7275","11.64","0.456","0.934","7.29","3315","6796","455","0"
628,"8","110","880","13.75","0.23","0.872","1.66","202","767","122","0"
629,"9","180","1620","20","0.374","0.759","2.86","606","1230","212","0"
630,"8","123","984","15.375","0.402","0.75","2.71","396","738","146","0"
631,"5","4","20","0.8","0.45","0.45","9","9","9","1","0"
632,"9","272","2448","30.222","0.137","0.532","1.33","336","1303","252","0"
633,"9","101","909","11.222","0.211","0.816","1.37","192","742","140","0"
634,"9","508","4572","56.444","0.16","0.52","1.3","732","2379","563","0"
635,"2","535","1070","267.5","0.545","0.629","24.29","583","673","24","0"
636,"14","298","4172","21.286","0.207","0.71","3.49","862","2962","247","0"
637,"8","75","600","9.375","0.423","0.87","3.02","254","522","84","0"
639,"3","470","1410","156.67","0.352","0.387","23.62","496","545","21","0"
640,"2","64","128","32","0.43","0.602","3.93","55","77","14","0"
642,"1","249","249","249","0.173","1","1.02","43","249","42","0"
644,"7","305","2135","43.571","0.109","0.501","1.21","232","1069","191","0"
646,"7","147","1029","21","0.215","0.956","1.28","221","984","173","0"
649,"8","59","472","7.375","0.381","0.873","2.77","180","412","65","0"
650,"2","537","1074","268.5","0.507","0.528","181.33","544","567","3","0"
651,"7","152","1064","21.714","0.214","0.73","1.27","228","777","179","0"
652,"14","38","532","2.714","0.227","0.844","2.95","121","449","41","0"
655,"9","83","747","9.222","0.376","0.687","2.49","281","513","113","0"
656,"9","185","1665","20.556","0.386","0.686","2.83","643","1142","227","0"
